name,replicate,temperature,Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width,datasetID
cl,10,20,1,29.96,0.93,101.14,106.2,105.61,0.92,1,1.03,6.18,6.53,1,1,6.91,6.91,105.12,6.99,27.65,1.05,29.62,20289,0.05,123.3343,6.11,cl-10-20
cl,10,20,2,29.74,0.92,102.9,107.58,105.42,0.93,1,1.04,6.15,6.47,1,1,6.91,6.91,106.06,6.97,27.65,1.06,30.94,20363,0.05,121.993,5.8,cl-10-20
cl,10,20,3,30.17,0.89,103.35,107.32,107.86,0.84,0.98,1.22,6.2,6.94,1,1,7.55,7.55,107.01,8.15,30.19,1.09,32.53,20760,0.11,124.682,5.8,cl-10-20
cl,10,20,4,29.74,0.89,102.65,106.59,108.64,0.88,0.99,1.16,6.15,6.76,1,1,7.3,7.3,106.44,7.71,29.21,1.08,32.35,20437,0.09,121.993,5.95,cl-10-20
cl,10,20,5,33.03,0.9,107.61,110.56,110.45,0.82,0.97,1.33,6.48,7.48,1.53,0.65,9.84,6.42,110.17,8.25,32.53,1.11,34.95,22805,0.13,142.7679,6.66,cl-10-20
cl,10,20,6,33.91,0.87,106.64,111.91,114.22,0.8,0.95,1.34,6.57,7.61,1.6,0.63,10.14,6.36,111.97,8.02,32.99,1.11,37.21,23625,0.14,148.5417,7.03,cl-10-20
cl,10,20,7,34.35,0.83,110,113.96,115.08,0.83,0.96,1.29,6.61,7.56,1.29,0.77,9.18,7.09,113.81,9.03,32.53,1.1,38.14,24242,0.12,151.4651,6.27,cl-10-20
cl,10,20,8,35.02,0.84,113.81,118.72,123.25,0.81,0.95,1.51,6.68,7.81,2.31,0.43,12.36,5.34,119.49,8.49,35.39,1.16,40.05,25810,0.14,155.8953,6.75,cl-10-20
cl,10,20,9,27.58,0.92,138.45,139.31,136.92,0.92,0.99,1.02,5.93,6.27,1,1,6.68,6.68,138.48,6.8,26.74,1.05,23.5,25204,0.06,108.9281,5.8,cl-10-20
cl,10,20,10,21.66,0.87,126.21,128.42,121.78,0.8,0.92,1.48,5.25,6.43,2.18,0.46,10.12,4.65,126.17,7.18,29.54,1.13,41.9,19430,0.18,75.8208,5.41,cl-10-20
cl,10,20,11,71.48,0.97,150.43,158.36,158.02,0.93,1,1.06,9.54,9.95,1,1,9.74,9.74,157.32,10.29,38.97,1.05,23.42,58523,0.04,454.5791,9.67,cl-10-20
cl,10,20,12,70.27,0.91,133.85,138.48,141.02,0.91,0.99,1.09,9.46,9.91,1,1,9.78,9.78,138.56,10.81,39.1,1.06,8.34,50850,0.05,443.0844,9.25,cl-10-20
cl,10,20,13,42,0.88,133.5,132.82,133.98,0.89,0.99,1.04,7.31,7.73,1,1,7.86,7.86,133,8.45,31.42,1.05,25.86,32850,0.05,204.7821,6.81,cl-10-20
cl,10,20,14,42.23,0.92,148.43,139.04,133.91,0.92,0.99,1.05,7.33,8.36,1,1,8.41,8.41,138.57,8.8,33.63,1.47,11.95,34365,0.12,206.4514,7.46,cl-10-20
cl,10,20,15,30.39,0.86,155.11,148.59,144.84,0.89,0.99,1.06,6.22,7.38,1,1,7.66,7.66,148.18,8.03,30.64,1.55,13.98,28895,0.16,126.0359,6.5,cl-10-20
cl,10,20,16,23.33,0.86,151.82,152.83,156.44,0.9,0.99,1.03,5.45,5.79,1,1,6.33,6.33,153.55,6.28,25.31,1.06,18.59,24875,0.06,84.74537,5.14,cl-10-20
cl,10,20,17,38.38,0.81,115.55,111.18,109.45,0.86,0.98,1.06,6.99,7.41,1,1,7.66,7.66,110.6,8.57,30.64,1.06,16.74,25548,0.06,178.8506,5.8,cl-10-20
cl,10,20,18,20.22,0.94,146.45,146.36,142.84,0.92,0.99,1.01,5.07,5.4,1,1,5.97,5.97,145.01,5.76,23.88,1.05,16.18,21316,0.06,68.37271,5.04,cl-10-20
cl,10,20,19,34.13,0.96,141.56,147.25,147.61,0.88,0.98,1.22,6.59,7.49,1,1,8.1,8.1,146.7,7.9,32.4,1.31,42.05,31101,0.12,150.0004,7.05,cl-10-20
cl,10,20,20,26.93,0.85,143.96,137.82,136.43,0.89,0.99,1.03,5.86,6.21,1,1,6.64,6.64,137.45,6.99,26.55,1.05,9.69,24603,0.06,105.1335,5.49,cl-10-20
cl,10,20,21,31.27,0.87,134.68,120.44,115.09,0.83,0.96,1.14,6.31,6.88,1,1,7.38,7.38,120.44,7.57,29.54,1.08,9.54,23968,0.08,131.5142,6.27,cl-10-20
cl,10,20,22,32.58,0.96,147.61,150.29,151.01,0.93,1,1.03,6.44,6.77,1,1,7.11,7.11,150.19,6.99,28.43,1.05,17.46,30788,0.05,139.9175,6.35,cl-10-20
cl,10,20,23,25.65,0.94,138.37,142.75,142.35,0.94,1,1,5.71,5.98,1,1,6.41,6.41,141.12,6.35,25.63,1.05,17.96,24414,0.04,97.71995,5.25,cl-10-20
cl,10,20,24,28.87,0.88,128.33,121.73,121.75,0.75,0.93,1.25,6.06,6.93,1,1,7.5,7.5,121.72,7.45,30,1.09,31.57,22884,0.12,116.6906,6.27,cl-10-20
cl,10,20,25,35.91,0.86,144.71,153.44,150.61,0.89,0.99,1.06,6.76,7.14,1,1,7.47,7.47,151.6,8.03,29.86,1.06,25.13,33351,0.05,161.8863,6.35,cl-10-20
cl,10,20,26,48.44,0.97,146.57,138.89,140.24,0.91,0.99,1.22,7.85,8.53,1,1,8.96,8.96,139.97,9.03,35.84,1.1,6.82,38493,0.08,253.6306,7.89,cl-10-20
cl,10,20,27,42.69,0.95,114.44,127.13,132.45,0.89,0.99,1.09,7.37,7.96,1,1,8.1,8.1,127.26,9.03,32.4,1.05,42.16,31815,0.07,209.807,7.28,cl-10-20
cl,10,20,28,27.15,0.86,131.35,131.03,132.46,0.9,0.99,1.02,5.88,6.22,1,1,6.64,6.64,131.11,6.97,26.55,1.05,27.77,23599,0.06,106.3919,5.25,cl-10-20
cl,10,20,29,25.22,0.92,154.33,151.9,155.22,0.9,0.99,1.1,5.67,6.11,1,1,6.72,6.72,152.87,6.64,26.87,1.08,4.44,26141,0.07,95.30118,5.49,cl-10-20
cl,10,20,30,39.28,0.91,142.57,137.39,129.65,0.92,0.99,1.03,7.07,7.75,1,1,7.86,7.86,135.4,8.39,31.42,1.28,12.61,31818,0.09,185.1951,6.91,cl-10-20
cl,10,20,31,35.91,0.81,112.22,119.55,116.96,0.79,0.95,1.36,6.76,7.72,1.65,0.61,10.54,6.38,117.91,9.18,33.82,1.12,38.11,25941,0.12,161.8863,6.4,cl-10-20
cl,10,20,32,34.35,0.79,123.33,130.98,133.96,0.83,0.96,1.11,6.61,7.19,1,1,7.55,7.55,130.07,8.03,30.19,1.06,41.22,27704,0.08,151.4651,5.8,cl-10-20
cl,10,20,33,33.91,0.8,135.43,138.09,142.74,0.81,0.95,1.39,6.57,7.43,1.8,0.56,10.77,5.99,139.17,8.03,33.5,1.15,43.27,29365,0.12,148.5417,6.66,cl-10-20
cl,10,20,34,24.8,0.92,164.75,159.27,150.96,0.91,0.99,1.07,5.62,6.56,1,1,7.04,7.04,157.37,6.99,28.16,1.51,16.08,26596,0.14,92.90882,5.8,cl-10-20
cl,10,20,35,26.29,0.89,148.23,141.67,136.93,0.9,0.99,1.04,5.79,6.95,1,1,7.22,7.22,140.99,7.61,28.89,1.43,8.4,24815,0.17,101.3974,6.27,cl-10-20
cl,10,20,36,29.09,0.94,150.09,140.72,139.59,0.94,1,1,6.09,6.93,1,1,7.07,7.07,141.42,7.57,28.3,1.35,8.32,26728,0.12,118.0067,6.27,cl-10-20
cl,10,20,37,34.8,0.9,145.7,136.9,133.82,0.92,0.99,1.07,6.66,7.75,1,1,8.02,8.02,136.69,8.34,32.07,1.42,9.47,29389,0.14,154.4126,6.98,cl-10-20
cl,10,20,38,28.22,0.76,126.18,125.97,127.06,0.85,0.96,1.02,5.99,6.35,1,1,6.72,6.72,124.82,7.51,26.87,1.05,25.91,23092,0.06,112.7805,5.04,cl-10-20
cl,10,20,39,30.83,0.89,143.4,138.49,139.64,0.89,0.98,1.07,6.27,6.7,1,1,7.11,7.11,138.77,7.45,28.43,1.06,10.27,27337,0.07,128.7626,6.21,cl-10-20
cl,10,20,40,24.38,0.83,138.73,137.12,132.45,0.81,0.95,1.15,5.57,6.21,1,1,6.8,6.8,135.61,7.06,27.19,1.08,34.39,22647,0.1,90.543,5.25,cl-10-20
cl,10,20,41,23.54,0.96,139.85,140.35,130.63,0.84,0.97,1.32,5.47,6.34,1.48,0.68,8.57,5.81,137.37,7.32,28.76,1.12,35.98,22391,0.14,85.89147,5.8,cl-10-20
cl,10,20,42,26.72,0.88,123.07,130.09,130.78,0.71,0.93,1.77,5.83,7.16,3.24,0.31,13.28,4.09,129.46,8.22,34.74,1.22,38.7,23043,0.18,103.8816,5.86,cl-10-20
cl,10,20,43,38.6,0.97,121.98,128.08,124.94,0.87,0.99,1.2,7.01,7.72,1,1,8.17,8.17,126.44,8.62,32.66,1.09,37.86,29333,0.09,180.428,7.05,cl-10-20
cl,10,20,44,23.12,0.93,139.89,130.47,122.94,0.93,1,1,5.43,6.29,1,1,6.6,6.6,129.29,6.8,26.41,1.38,7.69,20815,0.14,83.60601,5.8,cl-10-20
cl,10,20,45,36.36,0.98,131.02,135.56,128.31,0.95,1,1.02,6.8,7.1,1,1,7.38,7.38,132.86,7.26,29.54,1.05,35.47,29496,0.04,164.9176,6.91,cl-10-20
cl,10,20,46,54.05,0.89,119.64,131.52,135.38,0.73,0.97,1.38,8.3,9.68,1.76,0.57,12.67,7.21,131.09,11.87,39.75,1.1,38.37,39195,0.14,298.8846,7.83,cl-10-20
cl,10,20,47,28.01,0.95,140.31,144.29,144.52,0.86,0.97,1.11,5.97,6.54,1,1,6.99,6.99,143.91,6.8,27.97,1.06,40.92,26480,0.09,111.49,6.07,cl-10-20
cl,10,20,48,55.69,0.95,127.13,132.66,133.46,0.95,1,1.02,8.42,8.71,1,1,8.64,8.64,132.25,8.96,34.55,1.04,25.74,40469,0.03,312.6542,8.23,cl-10-20
cl,10,20,49,42.69,0.96,123.94,125.75,125.53,0.93,1,1.04,7.37,7.7,1,1,7.89,7.89,125.49,8.07,31.56,1.05,24.27,31373,0.04,209.807,7.44,cl-10-20
cl,10,20,50,46.13,0.97,136.57,139.08,135.38,0.79,0.96,1.58,7.66,8.73,2.59,0.39,14.48,5.59,137.68,9.45,40.13,1.2,45.35,36486,0.12,235.6877,7.46,cl-10-20
cl,10,20,51,22.91,0.83,146.63,138.86,137.91,0.78,0.92,1.61,5.4,6.62,2.68,0.37,11.44,4.27,137.95,7.57,31.42,1.18,34.55,22072,0.18,82.47342,5.24,cl-10-20
cl,10,20,52,34.8,0.93,135.4,134.89,137.91,0.93,1,1,6.66,7,1,1,7.19,7.19,135.86,7.45,28.76,1.04,18.29,29209,0.05,154.4126,6.35,cl-10-20
cl,10,20,53,24.17,0.86,158.39,154.39,150.64,0.89,0.98,1.1,5.55,5.99,1,1,6.6,6.6,153.69,6.5,26.41,1.07,17.46,25513,0.07,89.37008,5.22,cl-10-20
cl,10,20,54,34.35,0.94,146.92,144.71,139.43,0.93,1,1.05,6.61,7.64,1,1,7.86,7.86,143.13,8.07,31.42,1.39,9.06,30487,0.13,151.4651,6.91,cl-10-20
cl,10,20,55,41.09,0.94,110.56,126.82,128.89,0.85,0.98,1.33,7.23,8.21,1.51,0.66,10.59,7,125.33,9.33,35.2,1.11,42.95,30454,0.12,198.1615,7.44,cl-10-20
cl,10,20,56,47.28,0.97,118.62,122.18,121.57,0.95,1,1,7.76,8.03,1,1,8.05,8.05,121.36,8.25,32.21,1.04,25.29,32766,0.03,244.591,7.46,cl-10-20
cl,10,20,57,33.47,0.97,111.04,119.35,118.89,0.95,1,1.01,6.53,7.05,1,1,7.3,7.3,118.25,7.26,29.21,1.26,37.02,24714,0.07,145.6426,6.66,cl-10-20
cl,10,20,58,25.86,0.87,163.17,163.68,157.27,0.89,0.99,1.05,5.74,6.8,1,1,7.16,7.16,161.74,7.26,28.62,1.52,16.5,28142,0.16,98.9392,5.8,cl-10-20
cl,10,20,59,24.59,0.96,150.71,151.08,144.14,0.94,1,1,5.6,5.89,1,1,6.36,6.36,148.92,6.11,25.44,1.05,27.74,25019,0.05,91.72258,5.49,cl-10-20
cl,10,20,60,33.91,0.9,148.11,151.25,150.48,0.92,0.99,1.02,6.57,6.87,1,1,7.19,7.19,150.44,7.32,28.76,1.05,25.32,31742,0.04,148.5417,6.35,cl-10-20
cl,2,20,1,35.91,0.95,131.2,138.27,140.33,0.93,1,1,6.76,7.05,1,1,7.27,7.27,138.08,7.45,29.08,1.04,21.65,30377,0.04,161.8863,6.35,cl-2-20
cl,2,20,2,48.91,0.93,142.62,151.97,146.71,0.86,0.98,1.28,7.89,8.68,1.08,0.92,9.56,8.84,149.33,9.03,36.82,1.11,45.23,41364,0.09,257.2843,8.01,cl-2-20
cl,2,20,3,37.48,0.87,153.38,147.47,135.87,0.89,0.99,1.07,6.91,8.23,1,1,8.33,8.33,144.66,9.18,33.31,1.43,8.37,32838,0.16,172.5993,7.3,cl-2-20
cl,2,20,4,64.01,0.87,139.96,148.11,139.06,0.88,0.98,1.15,9.03,9.69,1,1,9.7,9.7,144.45,10.42,38.78,1.07,43.67,49257,0.07,385.2449,8.62,cl-2-20
cl,2,20,5,32.58,0.87,144.09,146.98,146.27,0.86,0.98,1.26,6.44,7.23,1,1,7.86,7.86,146.45,7.61,31.42,1.1,27.53,30023,0.11,139.9175,6.66,cl-2-20
cl,2,20,6,25.01,0.86,124.78,127.51,122.82,0.8,0.95,1.61,5.64,6.58,2.68,0.37,11.8,4.4,125.79,7.44,32.4,1.21,39.92,21384,0.14,94.10169,5.8,cl-2-20
cl,2,20,7,21.04,0.96,153.86,146.2,145.14,0.92,1,1.08,5.18,5.57,1,1,6.25,6.25,146.07,5.82,24.98,1.07,6.68,22056,0.07,72.58714,5.25,cl-2-20
cl,2,20,8,28.01,0.95,149.31,148,141.18,0.94,1,1,5.97,6.23,1,1,6.52,6.52,145.58,6.5,26.09,1.03,35.34,26786,0.04,111.49,5.8,cl-2-20
cl,2,20,9,35.02,0.9,103.83,115.92,117.97,0.79,0.97,1.49,6.68,7.56,2.25,0.44,12.19,5.41,114.84,8.15,35.2,1.18,40.62,24806,0.12,155.8953,6.47,cl-2-20
cl,2,20,10,37.93,0.81,135.75,137.63,138.37,0.87,0.98,1.05,6.95,7.37,1,1,7.58,7.58,137.37,8.39,30.32,1.05,27.59,31457,0.06,175.7132,6.25,cl-2-20
cl,2,20,11,35.69,0.95,141.39,129.35,120.32,0.92,1,1.04,6.74,7.74,1,1,7.94,7.94,127.76,8.03,31.75,1.41,8.3,27979,0.13,160.3796,7.44,cl-2-20
cl,2,20,12,24.59,0.93,154.77,149.57,153.72,0.91,0.99,1.07,5.6,6,1,1,6.56,6.56,151.38,6.42,26.22,1.07,5.02,25431,0.07,91.72258,5.49,cl-2-20
cl,2,20,13,33.47,0.98,117.23,128.28,129.76,0.94,1,1.03,6.53,6.82,1,1,7.19,7.19,127.12,7.06,28.76,1.06,37.96,26568,0.04,145.6426,6.35,cl-2-20
cl,2,20,14,31.92,0.93,125,124.37,125.84,0.93,1,1.01,6.38,6.67,1,1,6.99,6.99,124.19,7.12,27.97,1.05,22.57,25087,0.04,135.6881,6.21,cl-2-20
cl,2,20,15,19.6,0.75,136.85,141.99,142.9,0.71,0.89,1.85,5,6.36,3.51,0.28,12.43,3.54,141.68,8.03,31.94,1.23,45.58,20402,0.21,65.28536,5.1,cl-2-20
cl,2,20,16,20.63,0.76,147.33,138.04,128.93,0.83,0.96,1.15,5.12,6.49,1,1,7.11,7.11,134.3,7.71,28.43,1.58,8.97,20011,0.21,70.46599,5.04,cl-2-20
cl,2,20,17,41.78,0.8,136.41,141.35,137,0.87,0.97,1.05,7.29,7.72,1,1,7.89,7.89,139.27,8.68,31.56,1.05,28.39,34260,0.06,203.1184,6.27,cl-2-20
cl,2,20,18,24.17,0.8,148.79,143.05,149.28,0.82,0.96,1.23,5.55,6.21,1,1,6.99,6.99,145.54,6.8,27.97,1.1,3.47,24159,0.11,89.37008,5.52,cl-2-20
cl,2,20,19,43.14,0.93,103.36,114.26,114.47,0.93,1,1.02,7.41,7.73,1,1,7.86,7.86,112.84,8.25,31.42,1.05,34.33,28435,0.04,213.1852,6.91,cl-2-20
